ID,PO_/_SO_#,ASN/DN_#,Country,Fulfill_Via,Vendor_INCO_Term,Shipment_Mode,Sub_Classification,Item_Description,Unit_of_Measure_(Per_Pack),Line_Item_Quantity,Line_Item_Value,Pack_Price,Unit_Price,First_Line_Designation,Weight_(Kilograms),Freight_Cost_(USD),Line_Item_Insurance_(USD),Days_to_Process
72572,SCMS,ASN,Botswana,Direct Drop,EXW,Air,HIV test,"HIV 1/2, SKB Colloidal Gold, Diagnostic Kit, Antibody, 50 Tests",1,20,460.0,23.0,23.0,Yes,16.0,486.18,0.76,115
72586,SCMS,ASN,Mozambique,Direct Drop,EXW,Ocean,HIV test,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",100,7882,630560.0,80.0,0.8,Yes,3757.0,15105.99,1040.42,320
72597,SCMS,ASN,South Africa,Direct Drop,DDP,Truck,Adult,"Nevirapine 200mg, tablets, 60 Tabs",60,22,282.13,12.82,0.21,No,,0.0,0.29,137
72625,SCMS,ASN,Haiti,Direct Drop,others,Air,Pediatric,"Efavirenz 30mg/ml [Stocrin/Sustiva], oral solution, Bottle, 180 ml",180,167,2832.32,16.96,0.09,Yes,47.0,290.0,5.55,106
72639,SCMS,ASN,Côte d'Ivoire,Direct Drop,EXW,Air,HIV test,"HIV 1/2, Stat-Pak HIV, Kit, 20 Tests",20,2068,55836.0,27.0,1.35,Yes,685.0,5557.27,120.38,183
72695,SCMS,ASN,Rwanda,Direct Drop,others,Air,Adult,"Didanosine 250mg, delayed-release capsules, 30 Caps",30,570,7552.5,13.25,0.44,No,10663.0,,16.28,234
72698,SCMS,ASN,Vietnam,Direct Drop,EXW,Air,Adult,"Abacavir 300mg, tablets, 60 Tabs",60,591,6737.4,11.4,0.19,Yes,36.0,430.5,8.33,158
72719,SCMS,ASN,Côte d'Ivoire,Direct Drop,EXW,Air,HIV test,"HIV 1/2, Genie III Kit, 50 Tests",50,500,45500.0,91.0,1.82,Yes,284.0,32609.44,63.79,91
72767,SCMS,ASN,Haiti,Direct Drop,FCA,Air,Adult,"Darunavir 600mg [Prezista], tablets, 60 Tabs",60,111,5994.0,54.0,0.9,Yes,42.0,926.3,6.16,77
72770,SCMS,ASN,"Congo, DRC",Direct Drop,EXW,Air,HIV test - Ancillary,"Chase Buffer, Determine, 100 Tests, 2.5ml x 1 Vial",1,2683,13415.0,5.0,5.0,No,28379.0,,13.79,142
72776,SCMS,ASN,Guyana,Direct Drop,EXW,Air,HIV test,"HIV 1/2, Uni-Gold HIV Kit, 20 Tests",20,1975,63200.0,32.0,1.6,Yes,659.0,9106.51,104.28,82
72821,SCMS,ASN,South Sudan,Direct Drop,EXW,Air,HIV test - Ancillary,"Capillary Tubes, for Determine, EDTA, 50uL,100 Pcs",100,45,360.0,8.0,0.08,No,31958.0,,0.42,186
72832,SCMS,ASN,Cameroon,Direct Drop,EXW,Air,Adult,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",30,20993,97617.45,4.65,0.16,Yes,2100.0,17568.6,120.75,71
72836,SCMS,ASN,Ghana,Direct Drop,EXW,Air,Adult,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",60,29107,238677.4,8.2,0.14,Yes,3647.0,18545.17,245.36,214
72885,SCMS,ASN,Mozambique,Direct Drop,EXW,Air,HIV test,"HIV 1/2, Uni-Gold HIV Kit, 20 Tests",20,3962,126784.0,32.0,1.6,Yes,1153.0,7754.14,130.33,232
72892,SCMS,ASN,South Africa,Direct Drop,DDP,Ocean,Pediatric,"Efavirenz 200mg, capsule, 90 Caps",90,17357,173222.86,9.98,0.11,Yes,2301.0,4573.2,373.47,276
72914,SCMS,ASN,Namibia,Direct Drop,EXW,Air,Adult,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",30,23322,107747.64,4.62,0.15,Yes,2637.0,13397.02,110.76,84
72918,SCMS,ASN,South Africa,Direct Drop,DDP,Truck,Adult,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",60,9,280.73,31.19,0.52,No,,0.0,0.29,156
72922,SCMS,ASN,Tanzania,Direct Drop,EXW,Air,HIV test,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",100,3781,0.0,0.0,0.0,Yes,1642.0,25778.9,0.0,165
72933,SCMS,ASN,Ghana,Direct Drop,EXW,Air,Pediatric,"Lamivudine/Zidovudine 30/60mg, dispersible tablets, 60 Tabs",60,11538,22960.62,1.99,0.03,No,30499.0,,23.6,245
72948,SCMS,ASN,South Africa,Direct Drop,DDP,Truck,Adult,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",30,32,475.28,14.85,0.5,No,,0.0,0.49,316
72976,SCMS,ASN,Tanzania,Direct Drop,EXW,Air,HIV test,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",100,2884,230720.0,80.0,0.8,Yes,1374.0,24000.91,323.47,42
72981,SCMS,ASN,South Africa,Direct Drop,DDP,Ocean,Adult,"Efavirenz 600mg, tablets, 30 Tabs",30,47963,206240.9,4.3,0.14,Yes,3789.0,9582.55,340.3,284
72988,SCMS,ASN,"Congo, DRC",Direct Drop,EXW,Air,HIV test,"HIV 1/2, Uni-Gold HIV Kit, 20 Tests",20,34,1088.0,32.0,1.6,No,24721.0,,1.12,96
73003,SCMS,ASN,Vietnam,Direct Drop,EXW,Air,Adult,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",30,19200,201600.0,10.5,0.35,Yes,2719.0,4084.56,207.24,161
73018,SCMS,ASN,South Africa,Direct Drop,DDP,Ocean,Adult,"Efavirenz 600mg, tablets, 30 Tabs",30,118537,534601.87,4.51,0.15,Yes,10373.0,630.5,1152.6,244
73056,SCMS,ASN,Mozambique,Direct Drop,EXW,Air,HIV test,"HIV, Multispot HIV-1/HIV-2 Rapid Test Kit, 50 Tests",50,80,99402.4,1242.53,24.85,Yes,111.0,1368.78,102.19,174
73059,SCMS,ASN,South Africa,Direct Drop,DDP,Truck,Pediatric,"Efavirenz 50mg, capsule, 30 Caps",30,172,457.9,2.66,0.09,No,,0.0,0.54,42
73079,SCMS,ASN,Tanzania,Direct Drop,EXW,Air,Adult,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",60,39360,281424.0,7.15,0.12,Yes,3421.0,15241.75,394.56,70
73087,SCMS,ASN,Vietnam,Direct Drop,EXW,Air,Adult,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",60,35000,292250.0,8.35,0.14,No,9408.0,,630.09,139
73089,SCMS,ASN,Guyana,Direct Drop,EXW,Air,HIV test,"HIV 1/2, Stat-Pak HIV, Kit, 20 Tests",20,6,174.0,29.0,1.45,Yes,2.0,297.0,0.24,139
73095,SCMS,ASN,South Africa,Direct Drop,DDP,Truck,Adult,"Zidovudine 300mg, tablets, 60 Tabs",60,11,198.34,18.03,0.3,No,,0.0,0.2,154
73115,SCMS,ASN,Mozambique,Direct Drop,FCA,Air,Adult,"Ritonavir 100mg [Norvir], film coated tablets, 60 Tabs",60,616,4219.6,6.85,0.11,Yes,87.0,1053.88,5.22,202
73122,SCMS,ASN,Mozambique,Direct Drop,others,Air,Adult,"Raltegravir 400mg [Isentress], tablets, 60 Tabs",60,100,5550.0,55.5,0.92,No,,0.0,6.53,261
73145,SCMS,ASN,Côte d'Ivoire,Direct Drop,EXW,Air,Adult,"Abacavir/Lamivudine/Zidovudine 300/150/300mg, tablets, 60 Tabs",60,4448,133440.0,30.0,0.5,Yes,693.0,5066.44,287.7,135
73152,SCMS,ASN,Haiti,Direct Drop,EXW,Air,Adult,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",60,19987,135311.99,6.77,0.11,No,31572.0,,139.1,203
73176,SCMS,ASN,South Africa,Direct Drop,DDP,Truck,Pediatric,"Abacavir 20mg/ml, oral solution w/syringe, Bottle, 240 ml",240,258,5919.28,22.94,0.1,No,,0.0,7.32,121
73177,SCMS,ASN,Vietnam,Direct Drop,EXW,Air,Adult,"Efavirenz 600mg, tablets, 30 Tabs",30,983,3184.92,3.24,0.11,Yes,93.0,668.75,3.94,195
73211,SCMS,ASN,Uganda,Direct Drop,FCA,Air,Adult,"Ritonavir 100mg [Norvir], film coated tablets, 60 Tabs",60,210,1438.5,6.85,0.11,Yes,32.0,852.02,1.78,129
73220,SCMS,ASN,South Africa,Direct Drop,DDP,Ocean,Pediatric,"Lamivudine 10mg/ml, oral solution, Bottle, 240 ml",240,50000,103000.0,2.06,0.01,Yes,,0.0,169.95,323
73239,SCMS,ASN,Vietnam,Direct Drop,EXW,Air,Adult,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",60,19740,169961.4,8.61,0.14,No,6264.0,,333.12,148
73261,SCMS,ASN,South Africa,Direct Drop,DDP,Truck,Pediatric,"Lamivudine 10mg/ml, oral solution w/syringe, Bottle, 240 ml",240,12,95.96,8.0,0.03,No,,0.0,0.12,412
73275,SCMS,ASN,South Africa,Direct Drop,DDP,Truck,Pediatric,"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",300,3,70.35,23.45,0.08,Yes,,0.0,0.09,364
73287,SCMS,ASN,South Africa,Direct Drop,DDP,Truck,Adult,"Darunavir 300mg [Prezista], tablets, 120 Tabs",120,3,209.13,69.71,0.58,No,,0.0,0.21,295
73301,SCMS,ASN,Uganda,Direct Drop,FCA,Air,Adult,"Saquinavir 500mg [Invirase], tablets, 120 Tabs",120,98,10150.19,103.57,0.86,Yes,18.0,968.25,16.75,51
73314,SCMS,ASN,Mozambique,Direct Drop,EXW,Air,HIV test,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",100,2891,231280.0,80.0,0.8,Yes,1378.0,25607.44,381.61,210
73326,SCMS,ASN,South Africa,Direct Drop,DDP,Ocean,Pediatric,"Lamivudine 10mg/ml, oral solution, Bottle, 240 ml",240,50000,103000.0,2.06,0.01,Yes,18462.0,22647.81,169.95,260
73335,SCMS,ASN,Nigeria,Direct Drop,EXW,Air,HIV test,"HIV 1/2, Uni-Gold HIV Kit, 20 Tests",20,6704,214528.0,32.0,1.6,Yes,2134.0,13771.63,252.5,136
73348,SCMS,ASN,Zimbabwe,Direct Drop,FCA,Air,Pediatric,"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",300,5362,165256.84,30.82,0.1,Yes,5060.0,44952.61,169.88,136
73360,SCMS,ASN,Vietnam,Direct Drop,EXW,Air,Adult,"Didanosine 250mg, delayed-release capsules, 30 Caps",30,180,2340.0,13.0,0.43,No,5131.0,,4.59,123
73373,SCMS,ASN,"Congo, DRC",Direct Drop,EXW,Air,HIV test,"HIV 1/2, Uni-Gold HIV Kit, 20 Tests",20,89,2848.0,32.0,1.6,No,31750.0,,3.35,142
73379,SCMS,ASN,South Africa,Direct Drop,DDP,Truck,Adult,"Zidovudine 300mg, tablets, 60 Tabs",60,22,543.68,24.71,0.41,No,,0.0,0.67,121
73403,SCMS,ASN,Afghanistan,Direct Drop,EXW,Air,Malaria,"Quinine sulphate 300mg, film coated tablet, 1000 Tabs",1000,57,2881.35,50.55,0.05,No,30861.0,,3.39,174
73507,SCMS,ASN,Mozambique,Direct Drop,EXW,Air,HIV test,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",100,5000,400000.0,80.0,0.8,Yes,2384.0,43848.04,560.8,147
73567,SCMS,ASN,Nigeria,Direct Drop,EXW,Air,HIV test,"HIV 1/2, Uni-Gold HIV Kit, 20 Tests",20,6705,214560.0,32.0,1.6,Yes,,0.0,252.54,135
73569,SCMS,ASN,Vietnam,Direct Drop,EXW,Air,Adult,"Nevirapine 200mg, tablets, 60 Tabs",60,15000,38100.0,2.54,0.04,No,11362.0,,62.86,96
73585,SCMS,ASN,South Africa,Direct Drop,DDP,Truck,Adult,"Raltegravir 400mg [Isentress], tablets, 60 Tabs",60,62,3792.2,61.16,1.02,No,,0.0,3.9,179
73596,SCMS,ASN,Nigeria,Direct Drop,EXW,Air,HIV test,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",100,2769,246441.0,89.0,0.89,Yes,2355.0,16816.33,253.34,124
73607,SCMS,ASN,Côte d'Ivoire,Direct Drop,FCA,Air,Adult,"Ritonavir 100mg [Norvir], capsules, cool, 4 x 84 Caps",336,300,11508.0,38.36,0.11,Yes,546.0,8956.05,22.56,84
73661,SCMS,ASN,South Africa,Direct Drop,DDP,Ocean,Adult,"Zidovudine 300mg, tablets, 60 Tabs",60,90171,658248.3,7.3,0.12,Yes,4670.0,3341.45,1086.11,257
73665,SCMS,ASN,South Africa,Direct Drop,DDP,Ocean,Adult,"Lamivudine 150mg, tablets, 60 Tabs",60,185748,440222.76,2.37,0.04,Yes,9374.0,11372.23,949.12,224
73675,SCMS,ASN,Vietnam,Direct Drop,EXW,Air,Adult,"Abacavir 300mg, tablets, 60 Tabs",60,429,5255.25,12.25,0.2,No,21667.0,,6.5,148
73724,SCMS,ASN,Haiti,Direct Drop,EXW,Air,Adult,"Atazanavir/Ritonavir 300/100mg, tablets, 30 Tabs",30,3320,59760.0,18.0,0.6,Yes,,0.0,61.43,344
73726,SCMS,ASN,Haiti,Direct Drop,EXW,Ocean,Pediatric,"Zidovudine 10mg/ml, oral solution w/syringe, Bottle, 240 ml",240,1999,4197.9,2.1,0.01,No,18919.0,,5.19,189
73727,SCMS,ASN,Uganda,Direct Drop,EXW,Air,Adult,"Atazanavir/Ritonavir 300/100mg, tablets, 30 Tabs",30,1776,31968.0,18.0,0.6,Yes,237.0,1794.89,37.63,148
73748,SCMS,ASN,Tanzania,Direct Drop,EXW,Air,Adult,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",60,36451,297075.65,8.15,0.14,Yes,4611.0,20618.55,367.48,100
73757,SCMS,ASN,Zambia,Direct Drop,FCA,Air,Pediatric,"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",300,2265,69807.3,30.82,0.1,Yes,2272.0,13303.8,71.76,279
73776,SCMS,ASN,"Congo, DRC",Direct Drop,EXW,Air,HIV test,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",100,128,10240.0,80.0,0.8,No,32231.0,,12.05,141
73782,SCMS,ASN,Haiti,Direct Drop,EXW,Ocean,Adult,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",60,65760,434673.6,6.61,0.11,No,32682.0,,511.61,101
73804,SCMS,ASN,Vietnam,Direct Drop,EXW,Air,Adult,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",30,17760,168720.0,9.5,0.32,Yes,,0.0,198.58,142
73806,SCMS,ASN,South Africa,Direct Drop,DDP,Truck,Adult,"Didanosine 250mg, delayed-release capsules, 30 Caps",30,6,66.1,11.02,0.37,No,,0.0,0.07,78
73807,SCMS,ASN,South Africa,Direct Drop,DDP,Air,Adult,"Efavirenz 600mg, tablets, 30 Tabs",30,29380,137204.6,4.67,0.16,Yes,,0.0,295.81,223
73818,SCMS,ASN,Côte d'Ivoire,Direct Drop,EXW,Air,HIV test,"HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests",100,5408,420201.6,77.7,0.78,Yes,1229.0,17085.16,905.95,119
73843,SCMS,ASN,South Africa,Direct Drop,DDP,Ocean,Adult,"Lamivudine 150mg, tablets, 60 Tabs",60,19177,45449.49,2.37,0.04,No,9179.0,,97.99,153
73861,SCMS,ASN,Vietnam,Direct Drop,EXW,Air,Adult,"Efavirenz 600mg, tablets, 30 Tabs",30,49452,200280.6,4.05,0.13,No,13475.0,,330.46,162
73867,SCMS,ASN,South Sudan,Direct Drop,EXW,Air,HIV test,"HIV 1/2, Uni-Gold HIV Kit, 20 Tests",20,25,800.0,32.0,1.6,No,31129.0,,0.94,133
73906,SCMS,ASN,Ghana,Direct Drop,EXW,Air,Adult,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg, tablets, 30 Tabs",30,8458,47364.8,5.6,0.19,Yes,758.0,6956.18,48.69,188
73918,SCMS,ASN,Zimbabwe,Direct Drop,EXW,Air,HIV test,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",100,2499,199920.0,80.0,0.8,Yes,1191.0,23808.37,329.87,195
73961,SCMS,ASN,Uganda,Direct Drop,FCA,Air,Adult,"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",120,480,17356.8,36.16,0.3,Yes,126.0,1360.34,34.02,56
73986,SCMS,ASN,Nigeria,Direct Drop,EXW,Air,HIV test,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",100,3041,270649.0,89.0,0.89,Yes,1235.0,21084.84,334.79,160
73996,SCMS,ASN,Côte d'Ivoire,Direct Drop,EXW,Air,Adult,"Atazanavir/Ritonavir 300/100mg, tablets, 30 Tabs",30,4500,90000.0,20.0,0.67,Yes,608.0,4568.92,111.33,88
74008,SCMS,ASN,South Africa,Direct Drop,DDP,Ocean,Pediatric,"Abacavir 20mg/ml [Ziagen], oral solution, Bottle, 240 ml",240,20000,185600.0,9.28,0.04,Yes,7664.0,8301.76,306.24,266
74035,SCMS,ASN,South Africa,Direct Drop,DDP,Truck,Adult,"Zidovudine 300mg, tablets, 60 Tabs",60,11,306.08,27.83,0.46,No,,0.0,0.38,412
74135,SCMS,ASN,South Africa,Direct Drop,DDP,Ocean,Adult,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",30,51382,332441.54,6.47,0.22,Yes,,0.0,548.53,253
74156,SCMS,ASN,South Sudan,Direct Drop,EXW,Air,HIV test,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",100,90,8010.0,89.0,0.89,No,31958.0,,9.43,186
74178,SCMS,ASN,Uganda,Direct Drop,EXW,Air,Pediatric,"Efavirenz 200mg, tablets, 30 Tabs",30,61386,92079.0,1.5,0.05,Yes,3262.0,12034.96,113.9,166
74183,SCMS,ASN,Burundi,Direct Drop,EXW,Air,HIV test,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",100,2114,169120.0,80.0,0.8,Yes,822.0,21348.51,173.86,73
74213,SCMS,ASN,South Africa,Direct Drop,DDP,Truck,Adult,"Abacavir 300mg, tablets, 60 Tabs",60,537,14023.43,26.11,0.44,No,,0.0,17.35,29
74260,SCMS,ASN,Uganda,Direct Drop,others,Air,Adult,"Indinavir 400mg [Crixivan], capsules, 180 Caps",180,36,1800.0,50.0,0.28,Yes,9.0,286.0,2.97,216
74268,SCMS,ASN,Namibia,Direct Drop,EXW,Air,HIV test,"HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests",100,200,14000.0,70.0,0.7,Yes,45.0,10486.42,30.18,134
74273,SCMS,ASN,South Africa,Direct Drop,DDP,Truck,Adult,"Nevirapine 200mg, tablets, 60 Tabs",60,19,243.66,12.82,0.21,No,,0.0,0.25,264
74288,SCMS,ASN,Vietnam,Direct Drop,EXW,Air,Adult,"Efavirenz 600mg, tablets, 30 Tabs",30,10000,35000.0,3.5,0.12,No,29386.0,,35.98,163
74320,SCMS,ASN,Haiti,Direct Drop,EXW,Ocean,Adult,"Nevirapine 200mg, tablets, 60 Tabs",60,10725,23595.0,2.2,0.04,No,24412.0,,29.19,264
74329,SCMS,ASN,Cameroon,Direct Drop,EXW,Air,HIV test,"HIV 1/2, Determine Kit without Lancets, Buffer or Caplillary Tubes, 100 Tests",100,100,7215.0,72.15,0.72,Yes,18.0,1278.12,11.9,66
74333,SCMS,ASN,South Africa,Direct Drop,DDP,Truck,Adult,"Zidovudine 300mg, tablets, 60 Tabs",60,15,289.91,19.33,0.32,No,,0.0,0.3,347
74337,SCMS,ASN,South Africa,Direct Drop,DDP,Truck,Adult,"Efavirenz 600mg, tablets, 30 Tabs",30,2348,34277.51,14.6,0.49,No,,0.0,42.4,121
74343,SCMS,ASN,Ethiopia,Direct Drop,EXW,Air,HIV test,"HIV 1/2, Uni-Gold HIV Kit, 20 Tests",20,540,17280.0,32.0,1.6,Yes,165.0,1442.44,17.76,168
74357,SCMS,ASN,Kenya,Direct Drop,EXW,Air,HIV test,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",100,6618,589002.0,89.0,0.89,Yes,1139.0,11827.07,825.78,53
74364,SCMS,ASN,South Africa,Direct Drop,DDP,Truck,Pediatric,"Efavirenz 50mg, capsule, 30 Caps",30,2146,6526.5,3.04,0.1,No,,0.0,8.07,29
74385,SCMS,ASN,South Sudan,Direct Drop,EXW,Air,HIV test,"HIV 1/2, Uni-Gold HIV Kit, 20 Tests",20,35,1120.0,32.0,1.6,No,22955.0,,1.39,208
74398,SCMS,ASN,South Africa,Direct Drop,DDP,Ocean,Adult,"Efavirenz 600mg, tablets, 30 Tabs",30,78595,354463.45,4.51,0.15,Yes,6681.0,9323.27,584.86,214
74417,SCMS,ASN,South Africa,Direct Drop,DDP,Truck,Adult,"Efavirenz 600mg, tablets, 30 Tabs",30,676,11202.19,16.57,0.55,No,,0.0,13.86,211
74419,SCMS,ASN,"Congo, DRC",Direct Drop,EXW,Air,HIV test,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",100,1265,101200.0,80.0,0.8,Yes,657.0,15722.05,141.88,187
74439,SCMS,ASN,Nigeria,Direct Drop,EXW,Air,HIV test,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",100,2853,253917.0,89.0,0.89,Yes,1360.0,32499.11,418.96,119
74465,SCMS,ASN,Haiti,Direct Drop,FCA,Air,Pediatric,"Didanosine 50mg [Videx], chewable tablets, 60 Tabs",60,200,1900.0,9.5,0.16,Yes,94.0,757.42,3.14,92
74479,SCMS,ASN,Ethiopia,Direct Drop,EXW,Air,HIV test,"HIV 1/2, SKB Colloidal Gold, Diagnostic Kit, Antibody, 50 Tests",1,800,18400.0,23.0,23.0,Yes,543.0,5456.44,39.67,37
74492,SCMS,ASN,Rwanda,Direct Drop,EXW,Ocean,Adult,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",30,39330,511290.0,13.0,0.43,Yes,4426.0,66916.5,716.83,222
74499,SCMS,ASN,Haiti,Direct Drop,others,Air,Pediatric,"Efavirenz 30mg/ml [Stocrin/Sustiva], oral solution, Bottle, 180 ml",180,270,4579.2,16.96,0.09,Yes,76.0,290.0,7.56,301
74502,SCMS,ASN,Haiti,Direct Drop,others,Truck,HIV test,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",100,11,1375.0,125.0,1.25,Yes,,0.0,1.7,80
74517,SCMS,ASN,Zimbabwe,Direct Drop,FCA,Air,Pediatric,"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",300,2625,80902.5,30.82,0.1,Yes,2583.0,20559.39,95.22,199
74540,SCMS,ASN,Vietnam,Direct Drop,EXW,Air,Adult,"Stavudine 30mg, capsules, 60 Caps",60,8904,12465.6,1.4,0.02,Yes,429.0,2633.91,26.88,56
74569,SCMS,ASN,South Africa,Direct Drop,DDP,Truck,Pediatric,"Efavirenz 50mg, capsule, 30 Caps",30,1261,5063.76,4.02,0.13,No,,0.0,9.92,176
74602,SCMS,ASN,South Africa,Direct Drop,DDP,Ocean,Adult,"Nevirapine 200mg, tablets, 60 Tabs",60,158000,440820.0,2.79,0.05,Yes,16768.0,23721.9,950.41,167
74609,SCMS,ASN,Kenya,Direct Drop,others,Air,HIV test,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",100,1,89.0,89.0,0.89,Yes,1476.0,91.66,0.12,231
74610,SCMS,ASN,Vietnam,Direct Drop,EXW,Air,Adult,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",60,11755,96391.0,8.2,0.14,Yes,1083.0,9046.76,159.05,119
74660,SCMS,ASN,Rwanda,Direct Drop,others,Air,Adult,"Efavirenz 600mg, tablets, 30 Tabs",30,1396,6044.68,4.33,0.14,Yes,,0.0,13.03,151
74674,SCMS,ASN,South Africa,Direct Drop,DDP,Truck,Adult,"Tenofovir Disoproxil Fumarate 300mg [Viread], tablets, 30 Tabs",30,163,4195.98,25.74,0.86,Yes,,0.0,8.22,96
74683,SCMS,ASN,Tanzania,Direct Drop,EXW,Air,HIV test,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",100,86,6880.0,80.0,0.8,Yes,40.0,1765.86,11.35,115
74694,SCMS,ASN,South Africa,Direct Drop,DDP,Truck,Pediatric,"Efavirenz 200mg, capsule, 90 Caps",90,3,51.12,17.04,0.19,No,,0.0,0.05,179
74697,SCMS,ASN,Vietnam,Direct Drop,EXW,Air,Adult,"Abacavir 300mg, tablets, 60 Tabs",60,408,5911.92,14.49,0.24,Yes,42.0,4388.84,9.75,148
74699,SCMS,ASN,Vietnam,Direct Drop,EXW,Air,Adult,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",60,30080,171155.2,5.69,0.09,Yes,2933.0,12067.26,369.01,101
74707,SCMS,ASN,Ghana,Direct Drop,EXW,Air,Pediatric,"Zidovudine 10mg/ml, oral solution, Bottle, 240 ml",240,3652,7304.0,2.0,0.01,Yes,1575.0,8130.55,7.51,184
74722,SCMS,ASN,South Africa,Direct Drop,DDP,Truck,Pediatric,"Atazanavir 150mg [Reyataz], capsules, 60 Caps",60,3,58.13,19.38,0.32,No,,0.0,0.06,295
74729,SCMS,ASN,Nigeria,Direct Drop,EXW,Air,HIV test,"HIV 1/2, Stat-Pak HIV, Kit, 20 Tests",20,3401,98629.0,29.0,1.45,Yes,972.0,10191.28,138.28,293
74732,SCMS,ASN,Sudan,Direct Drop,EXW,Air,HIV test,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",100,115,10235.0,89.0,0.89,Yes,53.0,1614.83,16.89,130
74753,SCMS,ASN,South Africa,Direct Drop,DDP,Truck,Pediatric,"Atazanavir 150mg [Reyataz], capsules, 60 Caps",60,2,51.37,25.68,0.43,Yes,,0.0,0.06,364
74771,SCMS,ASN,South Africa,Direct Drop,DDP,Truck,Adult,"Lamivudine 150mg [Epivir], tablets, 60 Tabs",60,19284,144614.29,7.5,0.12,No,,0.0,178.89,29
74780,SCMS,ASN,Côte d'Ivoire,Direct Drop,EXW,Air,HIV test,"HIV 1/2, Stat-Pak HIV, Kit, 20 Tests",20,3678,106662.0,29.0,1.45,Yes,1056.0,12363.35,149.54,166
74786,SCMS,ASN,Côte d'Ivoire,Direct Drop,EXW,Air,HIV test,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",100,2070,165600.0,80.0,0.8,Yes,988.0,19368.23,232.17,110
74834,SCMS,ASN,South Africa,Direct Drop,DDP,Truck,Adult,"Lamivudine 150mg [Epivir], tablets, 60 Tabs",60,115,1249.75,10.87,0.18,No,,0.0,1.28,60
74838,SCMS,ASN,Nigeria,Direct Drop,EXW,Air,ACT,"Artemether/Lumefantrine 20/120mg [Coartem], scored tablets, Blister 30 x 18 Tabs",540,30,1207.5,40.25,0.07,Yes,1295.0,8423.76,2.37,110
74858,SCMS,ASN,Haiti,Direct Drop,FCA,Air,Pediatric,"Stavudine 1mg/ml [Zerit], powder for oral solution, Bottle, 200 ml",200,90,135.0,1.5,0.01,Yes,,0.0,0.19,143
74906,SCMS,ASN,Haiti,Direct Drop,FCA,Air,Pediatric,"Lopinavir/Ritonavir 100/25mg [Aluvia], tablets, 60 Tabs",60,80,475.2,5.94,0.1,Yes,8.0,737.12,0.59,156
74915,SCMS,ASN,Vietnam,Direct Drop,EXW,Air,Adult,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",60,19930,164422.5,8.25,0.14,No,11023.0,,271.3,156
